ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes
prospector: a content-based multimedia server for massively parallel architectures,"S. Choo, W. O'Connell, G. Linerman, H. Chen, K. Ganapathy, A. Biliris, E. Panagos, D. Schrader",International Conference on Management of Data,1996,Privacy-preserving data mining,"Rakesh Agrawal, Ramakrishnan Srikant",SIGMOD Conference,1996,"('title', 'authors')"
prospector: a content-based multimedia server for massively parallel architectures,"S. Choo, W. O'Connell, G. Linerman, H. Chen, K. Ganapathy, A. Biliris, E. Panagos, D. Schrader",International Conference on Management of Data,1996,Privacy-preserving data mining,"G. Linderman, Alexandros Biliris, H. Chen, K. Ganapathi, Euthimios Panagos, S. Choo, David Schrader, William O'Connell",International Conference on Management of Data,1996,"('title', 'venue')"
prospector: a content-based multimedia server for massively parallel architectures,"S. Choo, W. O'Connell, G. Linerman, H. Chen, K. Ganapathy, A. Biliris, E. Panagos, D. Schrader",International Conference on Management of Data,1996,Privacy-preserving data mining,"G. Linderman, Alexandros Biliris, H. Chen, K. Ganapathi, Euthimios Panagos, S. Choo, David Schrader, William O'Connell",SIGMOD Conference,2000,"('title', 'year')"
prospector: a content-based multimedia server for massively parallel architectures,"S. Choo, W. O'Connell, G. Linerman, H. Chen, K. Ganapathy, A. Biliris, E. Panagos, D. Schrader",International Conference on Management of Data,1996,Prospector: A Content-Based Multimedia Server for Massively Parallel Architectures,"Rakesh Agrawal, Ramakrishnan Srikant",International Conference on Management of Data,1996,"('authors', 'venue')"
prospector: a content-based multimedia server for massively parallel architectures,"S. Choo, W. O'Connell, G. Linerman, H. Chen, K. Ganapathy, A. Biliris, E. Panagos, D. Schrader",International Conference on Management of Data,1996,Prospector: A Content-Based Multimedia Server for Massively Parallel Architectures,"Rakesh Agrawal, Ramakrishnan Srikant",SIGMOD Conference,2000,"('authors', 'year')"
prospector: a content-based multimedia server for massively parallel architectures,"S. Choo, W. O'Connell, G. Linerman, H. Chen, K. Ganapathy, A. Biliris, E. Panagos, D. Schrader",International Conference on Management of Data,1996,Prospector: A Content-Based Multimedia Server for Massively Parallel Architectures,"G. Linderman, Alexandros Biliris, H. Chen, K. Ganapathi, Euthimios Panagos, S. Choo, David Schrader, William O'Connell",International Conference on Management of Data,2000,"('venue', 'year')"
prospector: a content-based multimedia server for massively parallel architectures,"S. Choo, W. O'Connell, G. Linerman, H. Chen, K. Ganapathy, A. Biliris, E. Panagos, D. Schrader",International Conference on Management of Data,1996,Privacy-preserving data mining,"Rakesh Agrawal, Ramakrishnan Srikant",International Conference on Management of Data,1996,"('title', 'authors', 'venue')"
prospector: a content-based multimedia server for massively parallel architectures,"S. Choo, W. O'Connell, G. Linerman, H. Chen, K. Ganapathy, A. Biliris, E. Panagos, D. Schrader",International Conference on Management of Data,1996,Privacy-preserving data mining,"Rakesh Agrawal, Ramakrishnan Srikant",SIGMOD Conference,2000,"('title', 'authors', 'year')"
prospector: a content-based multimedia server for massively parallel architectures,"S. Choo, W. O'Connell, G. Linerman, H. Chen, K. Ganapathy, A. Biliris, E. Panagos, D. Schrader",International Conference on Management of Data,1996,Privacy-preserving data mining,"G. Linderman, Alexandros Biliris, H. Chen, K. Ganapathi, Euthimios Panagos, S. Choo, David Schrader, William O'Connell",International Conference on Management of Data,2000,"('title', 'venue', 'year')"
prospector: a content-based multimedia server for massively parallel architectures,"S. Choo, W. O'Connell, G. Linerman, H. Chen, K. Ganapathy, A. Biliris, E. Panagos, D. Schrader",International Conference on Management of Data,1996,Prospector: A Content-Based Multimedia Server for Massively Parallel Architectures,"Rakesh Agrawal, Ramakrishnan Srikant",International Conference on Management of Data,2000,"('authors', 'venue', 'year')"
XML and Information Retrieval: a SIGIR 2000 Workshop,"Yo�lle S. Maarek, David Carmel, Aya Soffer",SIGMOD Record,2001,Heterogeneous Database Query Optimization in DB2 Universal DataJoiner,"David Carmel, Yoelle Maarek, Aya Soffer",ACM SIGMOD Record ,2001,"('title',)"
XML and Information Retrieval: a SIGIR 2000 Workshop,"Yo�lle S. Maarek, David Carmel, Aya Soffer",SIGMOD Record,2001,XML and information retrieval: a SIGIR 2000 workshop,"David Carmel, Yoelle Maarek, Aya Soffer",ACM SIGMOD Record ,1998,"('year',)"
XML and Information Retrieval: a SIGIR 2000 Workshop,"Yo�lle S. Maarek, David Carmel, Aya Soffer",SIGMOD Record,2001,Heterogeneous Database Query Optimization in DB2 Universal DataJoiner,"Shivakumar Venkataraman, Tian Zhang",ACM SIGMOD Record ,2001,"('title', 'authors')"
XML and Information Retrieval: a SIGIR 2000 Workshop,"Yo�lle S. Maarek, David Carmel, Aya Soffer",SIGMOD Record,2001,Heterogeneous Database Query Optimization in DB2 Universal DataJoiner,"David Carmel, Yoelle Maarek, Aya Soffer",VLDB,2001,"('title', 'venue')"
XML and Information Retrieval: a SIGIR 2000 Workshop,"Yo�lle S. Maarek, David Carmel, Aya Soffer",SIGMOD Record,2001,Heterogeneous Database Query Optimization in DB2 Universal DataJoiner,"David Carmel, Yoelle Maarek, Aya Soffer",ACM SIGMOD Record ,1998,"('title', 'year')"
XML and Information Retrieval: a SIGIR 2000 Workshop,"Yo�lle S. Maarek, David Carmel, Aya Soffer",SIGMOD Record,2001,XML and information retrieval: a SIGIR 2000 workshop,"Shivakumar Venkataraman, Tian Zhang",VLDB,2001,"('authors', 'venue')"
XML and Information Retrieval: a SIGIR 2000 Workshop,"Yo�lle S. Maarek, David Carmel, Aya Soffer",SIGMOD Record,2001,XML and information retrieval: a SIGIR 2000 workshop,"Shivakumar Venkataraman, Tian Zhang",ACM SIGMOD Record ,1998,"('authors', 'year')"
XML and Information Retrieval: a SIGIR 2000 Workshop,"Yo�lle S. Maarek, David Carmel, Aya Soffer",SIGMOD Record,2001,XML and information retrieval: a SIGIR 2000 workshop,"David Carmel, Yoelle Maarek, Aya Soffer",VLDB,1998,"('venue', 'year')"
XML and Information Retrieval: a SIGIR 2000 Workshop,"Yo�lle S. Maarek, David Carmel, Aya Soffer",SIGMOD Record,2001,Heterogeneous Database Query Optimization in DB2 Universal DataJoiner,"Shivakumar Venkataraman, Tian Zhang",VLDB,2001,"('title', 'authors', 'venue')"
XML and Information Retrieval: a SIGIR 2000 Workshop,"Yo�lle S. Maarek, David Carmel, Aya Soffer",SIGMOD Record,2001,Heterogeneous Database Query Optimization in DB2 Universal DataJoiner,"Shivakumar Venkataraman, Tian Zhang",ACM SIGMOD Record ,1998,"('title', 'authors', 'year')"
XML and Information Retrieval: a SIGIR 2000 Workshop,"Yo�lle S. Maarek, David Carmel, Aya Soffer",SIGMOD Record,2001,Heterogeneous Database Query Optimization in DB2 Universal DataJoiner,"David Carmel, Yoelle Maarek, Aya Soffer",VLDB,1998,"('title', 'venue', 'year')"
XML and Information Retrieval: a SIGIR 2000 Workshop,"Yo�lle S. Maarek, David Carmel, Aya Soffer",SIGMOD Record,2001,XML and information retrieval: a SIGIR 2000 workshop,"Shivakumar Venkataraman, Tian Zhang",VLDB,1998,"('authors', 'venue', 'year')"
XML and information retrieval: a SIGIR 2000 workshop,"David Carmel, Yoelle Maarek, Aya Soffer",ACM SIGMOD Record ,2001,Turbo-charging vertical mining of large databases,"Yo�lle S. Maarek, David Carmel, Aya Soffer",SIGMOD Record,2001,"('title',)"
XML and information retrieval: a SIGIR 2000 workshop,"David Carmel, Yoelle Maarek, Aya Soffer",ACM SIGMOD Record ,2001,XML and Information Retrieval: a SIGIR 2000 Workshop,"Pradeep Shenoy, Jayant R. Haritsa, S. Sundarshan, Gaurav Bhalotia, Mayank Bawa, Devavrat Shah",SIGMOD Record,2001,"('authors',)"
XML and information retrieval: a SIGIR 2000 workshop,"David Carmel, Yoelle Maarek, Aya Soffer",ACM SIGMOD Record ,2001,XML and Information Retrieval: a SIGIR 2000 Workshop,"Yo�lle S. Maarek, David Carmel, Aya Soffer",SIGMOD Record,2000,"('year',)"
XML and information retrieval: a SIGIR 2000 workshop,"David Carmel, Yoelle Maarek, Aya Soffer",ACM SIGMOD Record ,2001,Turbo-charging vertical mining of large databases,"Pradeep Shenoy, Jayant R. Haritsa, S. Sundarshan, Gaurav Bhalotia, Mayank Bawa, Devavrat Shah",SIGMOD Record,2001,"('title', 'authors')"
XML and information retrieval: a SIGIR 2000 workshop,"David Carmel, Yoelle Maarek, Aya Soffer",ACM SIGMOD Record ,2001,Turbo-charging vertical mining of large databases,"Yo�lle S. Maarek, David Carmel, Aya Soffer",International Conference on Management of Data,2001,"('title', 'venue')"
XML and information retrieval: a SIGIR 2000 workshop,"David Carmel, Yoelle Maarek, Aya Soffer",ACM SIGMOD Record ,2001,Turbo-charging vertical mining of large databases,"Yo�lle S. Maarek, David Carmel, Aya Soffer",SIGMOD Record,2000,"('title', 'year')"
XML and information retrieval: a SIGIR 2000 workshop,"David Carmel, Yoelle Maarek, Aya Soffer",ACM SIGMOD Record ,2001,XML and Information Retrieval: a SIGIR 2000 Workshop,"Pradeep Shenoy, Jayant R. Haritsa, S. Sundarshan, Gaurav Bhalotia, Mayank Bawa, Devavrat Shah",International Conference on Management of Data,2001,"('authors', 'venue')"
XML and information retrieval: a SIGIR 2000 workshop,"David Carmel, Yoelle Maarek, Aya Soffer",ACM SIGMOD Record ,2001,XML and Information Retrieval: a SIGIR 2000 Workshop,"Pradeep Shenoy, Jayant R. Haritsa, S. Sundarshan, Gaurav Bhalotia, Mayank Bawa, Devavrat Shah",SIGMOD Record,2000,"('authors', 'year')"
XML and information retrieval: a SIGIR 2000 workshop,"David Carmel, Yoelle Maarek, Aya Soffer",ACM SIGMOD Record ,2001,XML and Information Retrieval: a SIGIR 2000 Workshop,"Yo�lle S. Maarek, David Carmel, Aya Soffer",International Conference on Management of Data,2000,"('venue', 'year')"
XML and information retrieval: a SIGIR 2000 workshop,"David Carmel, Yoelle Maarek, Aya Soffer",ACM SIGMOD Record ,2001,Turbo-charging vertical mining of large databases,"Pradeep Shenoy, Jayant R. Haritsa, S. Sundarshan, Gaurav Bhalotia, Mayank Bawa, Devavrat Shah",International Conference on Management of Data,2001,"('title', 'authors', 'venue')"
XML and information retrieval: a SIGIR 2000 workshop,"David Carmel, Yoelle Maarek, Aya Soffer",ACM SIGMOD Record ,2001,Turbo-charging vertical mining of large databases,"Pradeep Shenoy, Jayant R. Haritsa, S. Sundarshan, Gaurav Bhalotia, Mayank Bawa, Devavrat Shah",SIGMOD Record,2000,"('title', 'authors', 'year')"
XML and information retrieval: a SIGIR 2000 workshop,"David Carmel, Yoelle Maarek, Aya Soffer",ACM SIGMOD Record ,2001,Turbo-charging vertical mining of large databases,"Yo�lle S. Maarek, David Carmel, Aya Soffer",International Conference on Management of Data,2000,"('title', 'venue', 'year')"
XML and information retrieval: a SIGIR 2000 workshop,"David Carmel, Yoelle Maarek, Aya Soffer",ACM SIGMOD Record ,2001,XML and Information Retrieval: a SIGIR 2000 Workshop,"Pradeep Shenoy, Jayant R. Haritsa, S. Sundarshan, Gaurav Bhalotia, Mayank Bawa, Devavrat Shah",International Conference on Management of Data,2000,"('authors', 'venue', 'year')"
"SQLJ Part 0, Now Known as SQL/OLB (Object-Language Bindings)","Andrew Eisenberg, Jim Melton",SIGMOD Record,1998,ANSI SQL Hierarchical Processing Can Fully Integrate Native XML,"Andrew Eisenberg, Jim Melton",ACM SIGMOD Record ,1998,"('title',)"
"SQLJ Part 0, Now Known as SQL/OLB (Object-Language Bindings)","Andrew Eisenberg, Jim Melton",SIGMOD Record,1998,"SQLJ Part 0, now known as SQL/OLB (Object-Language Bindings)","Andrew Eisenberg, Jim Melton",ACM SIGMOD Record ,2003,"('year',)"
"SQLJ Part 0, Now Known as SQL/OLB (Object-Language Bindings)","Andrew Eisenberg, Jim Melton",SIGMOD Record,1998,ANSI SQL Hierarchical Processing Can Fully Integrate Native XML,Michael M. David,ACM SIGMOD Record ,1998,"('title', 'authors')"
"SQLJ Part 0, Now Known as SQL/OLB (Object-Language Bindings)","Andrew Eisenberg, Jim Melton",SIGMOD Record,1998,ANSI SQL Hierarchical Processing Can Fully Integrate Native XML,"Andrew Eisenberg, Jim Melton",SIGMOD Record,1998,"('title', 'venue')"
"SQLJ Part 0, Now Known as SQL/OLB (Object-Language Bindings)","Andrew Eisenberg, Jim Melton",SIGMOD Record,1998,ANSI SQL Hierarchical Processing Can Fully Integrate Native XML,"Andrew Eisenberg, Jim Melton",ACM SIGMOD Record ,2003,"('title', 'year')"
"SQLJ Part 0, Now Known as SQL/OLB (Object-Language Bindings)","Andrew Eisenberg, Jim Melton",SIGMOD Record,1998,"SQLJ Part 0, now known as SQL/OLB (Object-Language Bindings)",Michael M. David,SIGMOD Record,1998,"('authors', 'venue')"
"SQLJ Part 0, Now Known as SQL/OLB (Object-Language Bindings)","Andrew Eisenberg, Jim Melton",SIGMOD Record,1998,"SQLJ Part 0, now known as SQL/OLB (Object-Language Bindings)",Michael M. David,ACM SIGMOD Record ,2003,"('authors', 'year')"
"SQLJ Part 0, Now Known as SQL/OLB (Object-Language Bindings)","Andrew Eisenberg, Jim Melton",SIGMOD Record,1998,"SQLJ Part 0, now known as SQL/OLB (Object-Language Bindings)","Andrew Eisenberg, Jim Melton",SIGMOD Record,2003,"('venue', 'year')"
"SQLJ Part 0, Now Known as SQL/OLB (Object-Language Bindings)","Andrew Eisenberg, Jim Melton",SIGMOD Record,1998,ANSI SQL Hierarchical Processing Can Fully Integrate Native XML,Michael M. David,SIGMOD Record,1998,"('title', 'authors', 'venue')"
"SQLJ Part 0, Now Known as SQL/OLB (Object-Language Bindings)","Andrew Eisenberg, Jim Melton",SIGMOD Record,1998,ANSI SQL Hierarchical Processing Can Fully Integrate Native XML,Michael M. David,ACM SIGMOD Record ,2003,"('title', 'authors', 'year')"
"SQLJ Part 0, Now Known as SQL/OLB (Object-Language Bindings)","Andrew Eisenberg, Jim Melton",SIGMOD Record,1998,ANSI SQL Hierarchical Processing Can Fully Integrate Native XML,"Andrew Eisenberg, Jim Melton",SIGMOD Record,2003,"('title', 'venue', 'year')"
"SQLJ Part 0, Now Known as SQL/OLB (Object-Language Bindings)","Andrew Eisenberg, Jim Melton",SIGMOD Record,1998,"SQLJ Part 0, now known as SQL/OLB (Object-Language Bindings)",Michael M. David,SIGMOD Record,2003,"('authors', 'venue', 'year')"
"Panel: Future Directions of Database Research - The VLDB Broadening Strategy, Part 2",Michael L. Brodie,Very Large Data Bases,2000,Optimizing queries over multimedia repositories,Michael L. Brodie,VLDB,2000,"('title',)"
"Panel: Future Directions of Database Research - The VLDB Broadening Strategy, Part 2",Michael L. Brodie,Very Large Data Bases,2000,"Panel: Future Directions of Database Research - The VLDB Broadening Strategy, Part 2",Michael L. Brodie,VLDB,1996,"('year',)"
"Panel: Future Directions of Database Research - The VLDB Broadening Strategy, Part 2",Michael L. Brodie,Very Large Data Bases,2000,Optimizing queries over multimedia repositories,"Surajit Chaudhuri, Luis Gravano",VLDB,2000,"('title', 'authors')"
"Panel: Future Directions of Database Research - The VLDB Broadening Strategy, Part 2",Michael L. Brodie,Very Large Data Bases,2000,Optimizing queries over multimedia repositories,Michael L. Brodie,International Conference on Management of Data,2000,"('title', 'venue')"
"Panel: Future Directions of Database Research - The VLDB Broadening Strategy, Part 2",Michael L. Brodie,Very Large Data Bases,2000,Optimizing queries over multimedia repositories,Michael L. Brodie,VLDB,1996,"('title', 'year')"
"Panel: Future Directions of Database Research - The VLDB Broadening Strategy, Part 2",Michael L. Brodie,Very Large Data Bases,2000,"Panel: Future Directions of Database Research - The VLDB Broadening Strategy, Part 2","Surajit Chaudhuri, Luis Gravano",International Conference on Management of Data,2000,"('authors', 'venue')"
"Panel: Future Directions of Database Research - The VLDB Broadening Strategy, Part 2",Michael L. Brodie,Very Large Data Bases,2000,"Panel: Future Directions of Database Research - The VLDB Broadening Strategy, Part 2","Surajit Chaudhuri, Luis Gravano",VLDB,1996,"('authors', 'year')"
"Panel: Future Directions of Database Research - The VLDB Broadening Strategy, Part 2",Michael L. Brodie,Very Large Data Bases,2000,"Panel: Future Directions of Database Research - The VLDB Broadening Strategy, Part 2",Michael L. Brodie,International Conference on Management of Data,1996,"('venue', 'year')"
"Panel: Future Directions of Database Research - The VLDB Broadening Strategy, Part 2",Michael L. Brodie,Very Large Data Bases,2000,Optimizing queries over multimedia repositories,"Surajit Chaudhuri, Luis Gravano",International Conference on Management of Data,2000,"('title', 'authors', 'venue')"
"Panel: Future Directions of Database Research - The VLDB Broadening Strategy, Part 2",Michael L. Brodie,Very Large Data Bases,2000,Optimizing queries over multimedia repositories,"Surajit Chaudhuri, Luis Gravano",VLDB,1996,"('title', 'authors', 'year')"
"Panel: Future Directions of Database Research - The VLDB Broadening Strategy, Part 2",Michael L. Brodie,Very Large Data Bases,2000,Optimizing queries over multimedia repositories,Michael L. Brodie,International Conference on Management of Data,1996,"('title', 'venue', 'year')"
"Panel: Future Directions of Database Research - The VLDB Broadening Strategy, Part 2",Michael L. Brodie,Very Large Data Bases,2000,"Panel: Future Directions of Database Research - The VLDB Broadening Strategy, Part 2","Surajit Chaudhuri, Luis Gravano",International Conference on Management of Data,1996,"('authors', 'venue', 'year')"
High-Concurrency Locking in R-Trees,"Marcel Kornacker, Douglas Banks",Very Large Data Bases,1995,"Report on the first international conference on ontologies, databases and applications of semantics (ODBASE): part of the federated conference On the Move to Meaningful Internet Systems 2002","Douglas Banks, Marcel Kornacker",VLDB,1995,"('title',)"
High-Concurrency Locking in R-Trees,"Marcel Kornacker, Douglas Banks",Very Large Data Bases,1995,High-Concurrency Locking in R-Trees,"Douglas Banks, Marcel Kornacker",VLDB,2003,"('year',)"
High-Concurrency Locking in R-Trees,"Marcel Kornacker, Douglas Banks",Very Large Data Bases,1995,"Report on the first international conference on ontologies, databases and applications of semantics (ODBASE): part of the federated conference On the Move to Meaningful Internet Systems 2002",Karl Aberer,VLDB,1995,"('title', 'authors')"
High-Concurrency Locking in R-Trees,"Marcel Kornacker, Douglas Banks",Very Large Data Bases,1995,"Report on the first international conference on ontologies, databases and applications of semantics (ODBASE): part of the federated conference On the Move to Meaningful Internet Systems 2002","Douglas Banks, Marcel Kornacker",ACM SIGMOD Record ,1995,"('title', 'venue')"
High-Concurrency Locking in R-Trees,"Marcel Kornacker, Douglas Banks",Very Large Data Bases,1995,"Report on the first international conference on ontologies, databases and applications of semantics (ODBASE): part of the federated conference On the Move to Meaningful Internet Systems 2002","Douglas Banks, Marcel Kornacker",VLDB,2003,"('title', 'year')"
High-Concurrency Locking in R-Trees,"Marcel Kornacker, Douglas Banks",Very Large Data Bases,1995,High-Concurrency Locking in R-Trees,Karl Aberer,VLDB,2003,"('authors', 'year')"
High-Concurrency Locking in R-Trees,"Marcel Kornacker, Douglas Banks",Very Large Data Bases,1995,High-Concurrency Locking in R-Trees,"Douglas Banks, Marcel Kornacker",ACM SIGMOD Record ,2003,"('venue', 'year')"
High-Concurrency Locking in R-Trees,"Marcel Kornacker, Douglas Banks",Very Large Data Bases,1995,"Report on the first international conference on ontologies, databases and applications of semantics (ODBASE): part of the federated conference On the Move to Meaningful Internet Systems 2002",Karl Aberer,ACM SIGMOD Record ,1995,"('title', 'authors', 'venue')"
High-Concurrency Locking in R-Trees,"Marcel Kornacker, Douglas Banks",Very Large Data Bases,1995,"Report on the first international conference on ontologies, databases and applications of semantics (ODBASE): part of the federated conference On the Move to Meaningful Internet Systems 2002",Karl Aberer,VLDB,2003,"('title', 'authors', 'year')"
High-Concurrency Locking in R-Trees,"Marcel Kornacker, Douglas Banks",Very Large Data Bases,1995,"Report on the first international conference on ontologies, databases and applications of semantics (ODBASE): part of the federated conference On the Move to Meaningful Internet Systems 2002","Douglas Banks, Marcel Kornacker",ACM SIGMOD Record ,2003,"('title', 'venue', 'year')"
High-Concurrency Locking in R-Trees,"Marcel Kornacker, Douglas Banks",Very Large Data Bases,1995,High-Concurrency Locking in R-Trees,Karl Aberer,ACM SIGMOD Record ,2003,"('authors', 'venue', 'year')"
Towards Effective and Efficient Free Space Management,"Marvin H. Solomon, Michael J. Carey, Mark L. McAuliffe",SIGMOD Conference,1996,Adaptive Multi-Stage Distance Join Processing,"Mark L. McAuliffe, Michael J. Carey, Marvin H. Solomon",International Conference on Management of Data,1996,"('title',)"
Towards Effective and Efficient Free Space Management,"Marvin H. Solomon, Michael J. Carey, Mark L. McAuliffe",SIGMOD Conference,1996,Towards effective and efficient free space management,"Mark L. McAuliffe, Michael J. Carey, Marvin H. Solomon",SIGMOD Conference,1996,"('venue',)"
Towards Effective and Efficient Free Space Management,"Marvin H. Solomon, Michael J. Carey, Mark L. McAuliffe",SIGMOD Conference,1996,Towards effective and efficient free space management,"Mark L. McAuliffe, Michael J. Carey, Marvin H. Solomon",International Conference on Management of Data,2000,"('year',)"
Towards Effective and Efficient Free Space Management,"Marvin H. Solomon, Michael J. Carey, Mark L. McAuliffe",SIGMOD Conference,1996,Adaptive Multi-Stage Distance Join Processing,"Sukho Lee, Bongki Moon, Hyoseop Shin",International Conference on Management of Data,1996,"('title', 'authors')"
Towards Effective and Efficient Free Space Management,"Marvin H. Solomon, Michael J. Carey, Mark L. McAuliffe",SIGMOD Conference,1996,Adaptive Multi-Stage Distance Join Processing,"Mark L. McAuliffe, Michael J. Carey, Marvin H. Solomon",SIGMOD Conference,1996,"('title', 'venue')"
Towards Effective and Efficient Free Space Management,"Marvin H. Solomon, Michael J. Carey, Mark L. McAuliffe",SIGMOD Conference,1996,Adaptive Multi-Stage Distance Join Processing,"Mark L. McAuliffe, Michael J. Carey, Marvin H. Solomon",International Conference on Management of Data,2000,"('title', 'year')"
Towards Effective and Efficient Free Space Management,"Marvin H. Solomon, Michael J. Carey, Mark L. McAuliffe",SIGMOD Conference,1996,Towards effective and efficient free space management,"Sukho Lee, Bongki Moon, Hyoseop Shin",SIGMOD Conference,1996,"('authors', 'venue')"
Towards Effective and Efficient Free Space Management,"Marvin H. Solomon, Michael J. Carey, Mark L. McAuliffe",SIGMOD Conference,1996,Towards effective and efficient free space management,"Sukho Lee, Bongki Moon, Hyoseop Shin",International Conference on Management of Data,2000,"('authors', 'year')"
Towards Effective and Efficient Free Space Management,"Marvin H. Solomon, Michael J. Carey, Mark L. McAuliffe",SIGMOD Conference,1996,Towards effective and efficient free space management,"Mark L. McAuliffe, Michael J. Carey, Marvin H. Solomon",SIGMOD Conference,2000,"('venue', 'year')"
Towards Effective and Efficient Free Space Management,"Marvin H. Solomon, Michael J. Carey, Mark L. McAuliffe",SIGMOD Conference,1996,Adaptive Multi-Stage Distance Join Processing,"Sukho Lee, Bongki Moon, Hyoseop Shin",SIGMOD Conference,1996,"('title', 'authors', 'venue')"
Towards Effective and Efficient Free Space Management,"Marvin H. Solomon, Michael J. Carey, Mark L. McAuliffe",SIGMOD Conference,1996,Adaptive Multi-Stage Distance Join Processing,"Sukho Lee, Bongki Moon, Hyoseop Shin",International Conference on Management of Data,2000,"('title', 'authors', 'year')"
Towards Effective and Efficient Free Space Management,"Marvin H. Solomon, Michael J. Carey, Mark L. McAuliffe",SIGMOD Conference,1996,Adaptive Multi-Stage Distance Join Processing,"Mark L. McAuliffe, Michael J. Carey, Marvin H. Solomon",SIGMOD Conference,2000,"('title', 'venue', 'year')"
Towards Effective and Efficient Free Space Management,"Marvin H. Solomon, Michael J. Carey, Mark L. McAuliffe",SIGMOD Conference,1996,Towards effective and efficient free space management,"Sukho Lee, Bongki Moon, Hyoseop Shin",SIGMOD Conference,2000,"('authors', 'venue', 'year')"
Towards effective and efficient free space management,"Mark L. McAuliffe, Michael J. Carey, Marvin H. Solomon",International Conference on Management of Data,1996,Querying XML Views of Relational Data,"Marvin H. Solomon, Michael J. Carey, Mark L. McAuliffe",SIGMOD Conference,1996,"('title',)"
Towards effective and efficient free space management,"Mark L. McAuliffe, Michael J. Carey, Marvin H. Solomon",International Conference on Management of Data,1996,Towards Effective and Efficient Free Space Management,"Marvin H. Solomon, Michael J. Carey, Mark L. McAuliffe",SIGMOD Conference,2001,"('year',)"
Towards effective and efficient free space management,"Mark L. McAuliffe, Michael J. Carey, Marvin H. Solomon",International Conference on Management of Data,1996,Querying XML Views of Relational Data,"Jayavel Shanmugasundaram, Jerry Kiernan, Eugene J. Shekita, Catalina Fan, John Funderburk",SIGMOD Conference,1996,"('title', 'authors')"
Towards effective and efficient free space management,"Mark L. McAuliffe, Michael J. Carey, Marvin H. Solomon",International Conference on Management of Data,1996,Querying XML Views of Relational Data,"Marvin H. Solomon, Michael J. Carey, Mark L. McAuliffe",Very Large Data Bases,1996,"('title', 'venue')"
Towards effective and efficient free space management,"Mark L. McAuliffe, Michael J. Carey, Marvin H. Solomon",International Conference on Management of Data,1996,Querying XML Views of Relational Data,"Marvin H. Solomon, Michael J. Carey, Mark L. McAuliffe",SIGMOD Conference,2001,"('title', 'year')"
Towards effective and efficient free space management,"Mark L. McAuliffe, Michael J. Carey, Marvin H. Solomon",International Conference on Management of Data,1996,Towards Effective and Efficient Free Space Management,"Jayavel Shanmugasundaram, Jerry Kiernan, Eugene J. Shekita, Catalina Fan, John Funderburk",Very Large Data Bases,1996,"('authors', 'venue')"
Towards effective and efficient free space management,"Mark L. McAuliffe, Michael J. Carey, Marvin H. Solomon",International Conference on Management of Data,1996,Towards Effective and Efficient Free Space Management,"Jayavel Shanmugasundaram, Jerry Kiernan, Eugene J. Shekita, Catalina Fan, John Funderburk",SIGMOD Conference,2001,"('authors', 'year')"
Towards effective and efficient free space management,"Mark L. McAuliffe, Michael J. Carey, Marvin H. Solomon",International Conference on Management of Data,1996,Towards Effective and Efficient Free Space Management,"Marvin H. Solomon, Michael J. Carey, Mark L. McAuliffe",Very Large Data Bases,2001,"('venue', 'year')"
Towards effective and efficient free space management,"Mark L. McAuliffe, Michael J. Carey, Marvin H. Solomon",International Conference on Management of Data,1996,Querying XML Views of Relational Data,"Jayavel Shanmugasundaram, Jerry Kiernan, Eugene J. Shekita, Catalina Fan, John Funderburk",Very Large Data Bases,1996,"('title', 'authors', 'venue')"
Towards effective and efficient free space management,"Mark L. McAuliffe, Michael J. Carey, Marvin H. Solomon",International Conference on Management of Data,1996,Querying XML Views of Relational Data,"Jayavel Shanmugasundaram, Jerry Kiernan, Eugene J. Shekita, Catalina Fan, John Funderburk",SIGMOD Conference,2001,"('title', 'authors', 'year')"
Towards effective and efficient free space management,"Mark L. McAuliffe, Michael J. Carey, Marvin H. Solomon",International Conference on Management of Data,1996,Querying XML Views of Relational Data,"Marvin H. Solomon, Michael J. Carey, Mark L. McAuliffe",Very Large Data Bases,2001,"('title', 'venue', 'year')"
Towards effective and efficient free space management,"Mark L. McAuliffe, Michael J. Carey, Marvin H. Solomon",International Conference on Management of Data,1996,Towards Effective and Efficient Free Space Management,"Jayavel Shanmugasundaram, Jerry Kiernan, Eugene J. Shekita, Catalina Fan, John Funderburk",Very Large Data Bases,2001,"('authors', 'venue', 'year')"
Skew handling techniques in sort-merge join,"Wei Li, Dengfeng Gao, Richard Thomas Snodgrass",International Conference on Management of Data,2002,Diag-Join: An Opportunistic Join Algorithm for 1:N Relationships,"Richard T. Snodgrass, Wei Li, Dengfeng Gao",SIGMOD Conference,2002,"('title',)"
Skew handling techniques in sort-merge join,"Wei Li, Dengfeng Gao, Richard Thomas Snodgrass",International Conference on Management of Data,2002,Skew handling techniques in sort-merge join,"Sven Helmer, Till Westmann, Guido Moerkotte",SIGMOD Conference,2002,"('authors',)"
Skew handling techniques in sort-merge join,"Wei Li, Dengfeng Gao, Richard Thomas Snodgrass",International Conference on Management of Data,2002,Skew handling techniques in sort-merge join,"Richard T. Snodgrass, Wei Li, Dengfeng Gao",SIGMOD Conference,1998,"('year',)"
