ele,label,lat,lon,ontology,type,typeDetail,id
,nice,43.7028,7.26917,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.administrative_division', 'http://rdf.freebase.com/ns/location.capital_of_administrative_division', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,5889
,Johannesburg,-26.2044,28.0456,http://dbpedia.org/,"['http://umbel.org/umbel/rc/PopulatedPlace', 'http://umbel.org/umbel/rc/Location_Underspecified', 'http://umbel.org/umbel/rc/Village']",,5897
,Graz,47.0667,15.45,http://sws.geonames.org/,"city, village,...",,5906
,Bogota,,,http://dbpedia.org/,,,5909
,Mombasa,-4.05,39.6667,http://sws.geonames.org/,"city, village,...",,5911
,Palermo,38.1158,13.3598,http://sws.geonames.org/,"city, village,...",,5913
,Bradford,53.7939,-1.75206,http://sws.geonames.org/,"city, village,...","['seat of a second-order administrative division', 'populated place']",5929
,Ottawa,45.4208,-75.69,http://dbpedia.org/,"['http://schema.org/City', 'http://umbel.org/umbel/rc/City', 'http://dbpedia.org/ontology/City', 'http://dbpedia.org/ontology/Place', 'http://umbel.org/umbel/rc/PopulatedPlace', 'http://dbpedia.org/ontology/Location', 'http://umbel.org/umbel/rc/Location_Underspecified', 'http://schema.org/Place', 'http://umbel.org/umbel/rc/Village', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,5934
,Karlovy Vary,50.2283,12.8661,http://dbpedia.org/,"['http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,5939
,hanoi,21.0409,105.798,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.administrative_division', 'http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.vn_centrally_controlled_municipality', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,5945
,"Nashville, Tennessee",,,http://dbpedia.org/,"['http://schema.org/City', 'http://umbel.org/umbel/rc/City', 'http://dbpedia.org/ontology/City', 'http://dbpedia.org/ontology/Place', 'http://umbel.org/umbel/rc/PopulatedPlace', 'http://dbpedia.org/ontology/Location', 'http://umbel.org/umbel/rc/Location_Underspecified', 'http://schema.org/Place', 'http://umbel.org/umbel/rc/Village', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,5948
,"Roosevelt, New York",,,http://dbpedia.org/,"['http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,5958
344.0,kelowna,49.8849,-119.491,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.administrative_division', 'http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.capital_of_administrative_division', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,5959
,Melbourne,37.8136,144.963,http://dbpedia.org/,"['http://umbel.org/umbel/rc/City', 'http://schema.org/City', 'http://dbpedia.org/ontology/City', 'http://dbpedia.org/ontology/Place', 'http://umbel.org/umbel/rc/PopulatedPlace', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://umbel.org/umbel/rc/Village', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,5970
,olinda,-8.00278,-34.8911,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.administrative_division', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region', 'http://rdf.freebase.com/ns/protected_sites.listed_site']",,5973
,"Scarsdale, New York",,,http://dbpedia.org/,"['http://umbel.org/umbel/rc/Town', 'http://dbpedia.org/ontology/Town', 'http://umbel.org/umbel/rc/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://umbel.org/umbel/rc/Location_Underspecified', 'http://schema.org/Place', 'http://umbel.org/umbel/rc/Village', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,5978
,Spoleto,42.7448,12.7374,http://sws.geonames.org/,"city, village,...","['populated place', 'seat of a third-order administrative division']",5983
,garrison new york,41.3839,-73.9456,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,5992
,morningside heights manhattan,40.8102,-73.9566,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.neighborhood']",,5993
,Kraków,50.0833,19.9167,http://sws.geonames.org/,"city, village,...",,5998
,La Rochelle,46.1667,-1.15,http://sws.geonames.org/,"city, village,...",seat of a second-order administrative division,6008
,khartoum,15.58,32.52,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,6011
,Hay-on-Wye,52.08,-3.13,http://dbpedia.org/,"['http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,6014
,gothenburg,57.6967,11.9869,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.administrative_division', 'http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.place_with_neighborhoods', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,6015
,queens,40.7143,-73.8204,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.administrative_division', 'http://rdf.freebase.com/ns/location.us_county', 'http://rdf.freebase.com/ns/location.capital_of_administrative_division', 'http://rdf.freebase.com/ns/location.hud_foreclosure_area', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.place_with_neighborhoods', 'http://rdf.freebase.com/ns/location.statistical_region']",,6029
,jaffna,9.6667,80.0,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.administrative_division', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,6042
,Addis Ababa,9.02497,38.7469,http://sws.geonames.org/,"city, village,...",capital of a political entity,6044
,carroll gardens brooklyn,40.68,-73.994444,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.neighborhood']",,6049
,matsumoto,36.0689,137.976,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,6050
,Palm Beach (Fla),26.7056,-80.0364,http://data.nytimes.com/,,,6054
,"Palm Beach, Florida",,,http://dbpedia.org/,"['http://umbel.org/umbel/rc/Town', 'http://dbpedia.org/ontology/Town', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,6055
,damascus,33.5,36.3,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.administrative_division', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region', 'http://rdf.freebase.com/ns/protected_sites.listed_site']",,6058
32.0,santa monica california,34.0194,-118.49,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.hud_county_place', 'http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.hud_foreclosure_area', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,6059
,Ciudad Juarez,,,http://dbpedia.org/,,,6061
,Sarasota,27.3364,-82.5307,http://sws.geonames.org/,"city, village,...","['seat of a second-order administrative division', 'populated place']",6063
,Innsbruck,47.2627,11.3945,http://sws.geonames.org/,"city, village,...",,6067
,Gijón,43.5411,-5.66444,http://sws.geonames.org/,"city, village,...","['populated place', 'seat of a third-order administrative division']",6068
,"Richland, New York",,,http://dbpedia.org/,"['http://dbpedia.org/ontology/Town', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,6075
,Beaune,47.025,4.83972,http://dbpedia.org/,"['http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,6078
,Akihabara,35.6973,139.772,http://dbpedia.org/,,,6079
,Reno,39.5296,-119.814,http://sws.geonames.org/,"city, village,...","['seat of a second-order administrative division', 'populated place']",6082
,Kent,41.7248,-73.4771,http://sws.geonames.org/,"city, village,...",populated place,6087
,"Rockland, Maine",,,http://dbpedia.org/,"['http://schema.org/City', 'http://umbel.org/umbel/rc/City', 'http://dbpedia.org/ontology/City', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,6088
,palm beach,26.7053,-80.0367,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.hud_county_place', 'http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.hud_foreclosure_area', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,6092
,Kufa,32.0347,44.4033,http://sws.geonames.org/,"city, village,...",populated place,6094
,"Santa Cruz, California",,,http://dbpedia.org/,"['http://umbel.org/umbel/rc/City', 'http://schema.org/City', 'http://dbpedia.org/ontology/City', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,6095
,New Canaan,41.1468,-73.4948,http://sws.geonames.org/,"city, village,...",populated place,6099
,"Seaside, Florida",,,http://dbpedia.org/,"['http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,6101
,"Moab, Utah",,,http://dbpedia.org/,"['http://schema.org/City', 'http://umbel.org/umbel/rc/City', 'http://dbpedia.org/ontology/City', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,6107
,"Sago, West Virginia",,,http://dbpedia.org/,"['http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,6112
,Amarah,32.0,47.0,http://dbpedia.org/,"['http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,6127
,North Salem,41.3348,-73.5712,http://sws.geonames.org/,"city, village,...",populated place,6131
,Leipzig,51.3333,12.3833,http://dbpedia.org/,"['http://umbel.org/umbel/rc/Town', 'http://dbpedia.org/ontology/Town', 'http://umbel.org/umbel/rc/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://umbel.org/umbel/rc/Location_Underspecified', 'http://schema.org/Place', 'http://umbel.org/umbel/rc/Village', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,6132
,Kelowna,49.8831,-119.486,http://sws.geonames.org/,"city, village,...",populated place,6147
,Kanazawa,36.5667,136.65,http://sws.geonames.org/,"city, village,...",,6150
,Seville,37.3772,-5.98694,http://dbpedia.org/,"['http://dbpedia.org/ontology/Place', 'http://umbel.org/umbel/rc/PopulatedPlace', 'http://dbpedia.org/ontology/Location', 'http://umbel.org/umbel/rc/Location_Underspecified', 'http://schema.org/Place', 'http://umbel.org/umbel/rc/Village', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,6156
,nelson canada,49.5,-117.283,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.capital_of_administrative_division', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,6164
,Merca,1.71483,44.77,http://dbpedia.org/,"['http://schema.org/City', 'http://dbpedia.org/ontology/City', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,6168
,Ho Chi Minh City,10.7694,106.682,http://dbpedia.org/,"['http://umbel.org/umbel/rc/City', 'http://dbpedia.org/ontology/Place', 'http://umbel.org/umbel/rc/PopulatedPlace', 'http://dbpedia.org/ontology/Location', 'http://umbel.org/umbel/rc/Location_Underspecified', 'http://schema.org/Place', 'http://umbel.org/umbel/rc/Village', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,6178
,indianapolis,39.7683,-86.1581,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.hud_county_place', 'http://rdf.freebase.com/ns/location.administrative_division', 'http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.capital_of_administrative_division', 'http://rdf.freebase.com/ns/location.place_with_neighborhoods', 'http://rdf.freebase.com/ns/location.hud_foreclosure_area', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,6184
,toledo spain,39.8667,-4.03333,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.capital_of_administrative_division', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region', 'http://rdf.freebase.com/ns/protected_sites.listed_site']",,6191
,cabo san lucas,22.88,-109.9,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,6192
,jamaica new york,40.6914,-73.8061,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.statistical_region', 'http://rdf.freebase.com/ns/location.neighborhood']",,6193
,Paris,48.8567,2.35083,http://dbpedia.org/,"['http://umbel.org/umbel/rc/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://umbel.org/umbel/rc/Location_Underspecified', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,6195
,Bangalore,12.9667,77.5667,http://dbpedia.org/,"['http://schema.org/City', 'http://dbpedia.org/ontology/City', 'http://umbel.org/umbel/rc/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://umbel.org/umbel/rc/Location_Underspecified', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,6209
,knoxville,35.9606,-83.9208,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.hud_county_place', 'http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.capital_of_administrative_division', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.place_with_neighborhoods', 'http://rdf.freebase.com/ns/location.hud_foreclosure_area', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,6210
,palisades park,40.8481,-73.9981,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.hud_county_place', 'http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.hud_foreclosure_area', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,6225
,oranienburg,52.7544,13.2369,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.administrative_division', 'http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.capital_of_administrative_division', 'http://rdf.freebase.com/ns/location.de_city', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,6229
,"Islamorada, Florida",,,http://dbpedia.org/,"['http://dbpedia.org/ontology/Village', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://umbel.org/umbel/rc/Village', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,6240
,juneau,58.3514,-134.512,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.hud_county_place', 'http://rdf.freebase.com/ns/location.us_county', 'http://rdf.freebase.com/ns/location.administrative_division', 'http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.capital_of_administrative_division', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.hud_foreclosure_area', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,6253
,jersey city,40.7281,-74.0781,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.hud_county_place', 'http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.capital_of_administrative_division', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.hud_foreclosure_area', 'http://rdf.freebase.com/ns/location.place_with_neighborhoods', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,6270
,Tirana,41.3275,19.8189,http://sws.geonames.org/,"city, village,...",capital of a political entity,6273
,Morelia,19.7008,-101.184,http://sws.geonames.org/,"city, village,...",populated place,6280
,Oxford,51.7519,-1.25778,http://dbpedia.org/,"['http://schema.org/City', 'http://umbel.org/umbel/rc/City', 'http://dbpedia.org/ontology/City', 'http://dbpedia.org/ontology/Place', 'http://umbel.org/umbel/rc/PopulatedPlace', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://umbel.org/umbel/rc/Village', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,6281
,Dar es Salaam,-6.8,39.2833,http://dbpedia.org/,"['http://schema.org/City', 'http://umbel.org/umbel/rc/City', 'http://dbpedia.org/ontology/City', 'http://dbpedia.org/ontology/Place', 'http://umbel.org/umbel/rc/PopulatedPlace', 'http://dbpedia.org/ontology/Location', 'http://umbel.org/umbel/rc/Location_Underspecified', 'http://schema.org/Place', 'http://umbel.org/umbel/rc/Village', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,6282
,Bath,51.3794,-2.36556,http://sws.geonames.org/,"city, village,...","['seat of a second-order administrative division', 'populated place']",6283
,natchez,31.5603,-91.4031,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.hud_county_place', 'http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.capital_of_administrative_division', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.hud_foreclosure_area', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,6284
,punta gorda,26.9294,-82.0456,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.hud_county_place', 'http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.capital_of_administrative_division', 'http://rdf.freebase.com/ns/location.hud_foreclosure_area', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,6286
,reykjavik,64.1333,-21.9333,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.administrative_division', 'http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,6290
,Islamabad,33.7215,73.0433,http://sws.geonames.org/,"city, village,...",capital of a political entity,6293
,"Nagano, Nagano",,,http://dbpedia.org/,"['http://umbel.org/umbel/rc/City', 'http://umbel.org/umbel/rc/PopulatedPlace', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://umbel.org/umbel/rc/Location_Underspecified', 'http://schema.org/Place', 'http://umbel.org/umbel/rc/Village', 'http://dbpedia.org/ontology/PopulatedPlace']",,6298
,"Mobile, Alabama",,,http://dbpedia.org/,"['http://schema.org/City', 'http://umbel.org/umbel/rc/City', 'http://dbpedia.org/ontology/City', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,6299
,alkmaar,52.6344,4.74639,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.administrative_division', 'http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.nl_municipality', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,6300
,Regensburg (Germany),49.015,12.0956,http://data.nytimes.com/,,,6301
,regensburg,49.0,12.0,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.administrative_division', 'http://rdf.freebase.com/ns/location.capital_of_administrative_division', 'http://rdf.freebase.com/ns/location.de_urban_district', 'http://rdf.freebase.com/ns/location.de_city', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region', 'http://rdf.freebase.com/ns/protected_sites.listed_site']",,6302
,San José del Cabo,23.0589,-109.698,http://sws.geonames.org/,"city, village,...",populated place,6303
,genoa,44.4167,8.92389,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.administrative_division', 'http://rdf.freebase.com/ns/location.capital_of_administrative_division', 'http://rdf.freebase.com/ns/location.place_with_neighborhoods', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region', 'http://rdf.freebase.com/ns/location.it_comune', 'http://rdf.freebase.com/ns/protected_sites.listed_site']",,6305
,Sharjah (emirate),25.4333,55.3833,http://dbpedia.org/,,,6309
,marfa,30.3078,-104.019,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.hud_county_place', 'http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.capital_of_administrative_division', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.hud_foreclosure_area', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,6323
,philadelphia,39.9522,-75.1642,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.hud_county_place', 'http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.administrative_division', 'http://rdf.freebase.com/ns/location.capital_of_administrative_division', 'http://rdf.freebase.com/ns/location.place_with_neighborhoods', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.hud_foreclosure_area', 'http://rdf.freebase.com/ns/aviation.airport_operator', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,6336
,"Bethel, New York",,,http://dbpedia.org/,"['http://dbpedia.org/ontology/Town', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,6339
,Bucharest,44.4322,26.1063,http://sws.geonames.org/,"city, village,...",capital of a political entity,6341
,Ridgefield,41.2815,-73.4982,http://sws.geonames.org/,"city, village,...",populated place,6346
,palermo,38.1167,13.3667,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.capital_of_administrative_division', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region', 'http://rdf.freebase.com/ns/location.it_comune']",,6353
,manchester united kingdom,53.48,-2.24,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.administrative_division', 'http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.capital_of_administrative_division', 'http://rdf.freebase.com/ns/location.uk_metropolitan_borough', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.uk_statistical_location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region', 'http://rdf.freebase.com/ns/protected_sites.listed_site']",,6355
,Seattle,47.6097,-122.333,http://dbpedia.org/,"['http://umbel.org/umbel/rc/City', 'http://schema.org/City', 'http://dbpedia.org/ontology/City', 'http://dbpedia.org/ontology/Place', 'http://umbel.org/umbel/rc/PopulatedPlace', 'http://dbpedia.org/ontology/Location', 'http://umbel.org/umbel/rc/Location_Underspecified', 'http://schema.org/Place', 'http://umbel.org/umbel/rc/Village', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,6362
,Basel,47.5667,7.6,http://sws.geonames.org/,"city, village,...",,6365
,Jakarta,-6.21462,106.845,http://sws.geonames.org/,"city, village,...",capital of a political entity,6373
,puerto morelos,20.8536,-86.8753,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,6380
,"Bam, Iran",,,http://dbpedia.org/,"['http://schema.org/City', 'http://dbpedia.org/ontology/City', 'http://dbpedia.org/ontology/Place', 'http://umbel.org/umbel/rc/Place', 'http://dbpedia.org/ontology/Location', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Settlement', 'http://dbpedia.org/ontology/PopulatedPlace']",,6387
,basel,47.566,7.6,http://rdf.freebase.com/,"['http://rdf.freebase.com/ns/location.dated_location', 'http://rdf.freebase.com/ns/location.capital_of_administrative_division', 'http://rdf.freebase.com/ns/location.location', 'http://rdf.freebase.com/ns/location.citytown', 'http://rdf.freebase.com/ns/location.statistical_region']",,6389
